perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
39819,Vaadhoo,Memo Paris,"Spicy, Woody, Earthy, Resinous, Green",,,,"Name: Vaadhoo Brand: Memo Paris Main accords: Spicy, Woody, Earthy, Resinous, Green Top notes:  Middle notes:  Base notes: "
39820,Vaara,Penhaligon's,"Floral, Fruity, Spicy, Fresh, Sweet","Quince, Rose water, Carrot seed, Saffron, Coriander seed","Bulgarian rose, Moroccan rose absolute, Peony, Freesia, Indian magnolia, Iris","White musk, Sandalwood, Cedarwood, Honey, Benzoin, Tonka bean","Name: Vaara Brand: Penhaligon's Main accords: Floral, Fruity, Spicy, Fresh, Sweet Top notes: Quince, Rose water, Carrot seed, Saffron, Coriander seed Middle notes: Bulgarian rose, Moroccan rose absolute, Peony, Freesia, Indian magnolia, Iris Base notes: White musk, Sandalwood, Cedarwood, Honey, Benzoin, Tonka bean"
39821,Vêtu de Grandeur,House of Sillage,,Neroli,"Jasmine sambac, Orange blossom","Musk, Vetiver","Name: Vêtu de Grandeur Brand: House of Sillage Main accords:  Top notes: Neroli Middle notes: Jasmine sambac, Orange blossom Base notes: Musk, Vetiver"
39822,Vacances,Jean Patou,"Green, Floral, Chypre, Animal, Woody","Hawthorn, Hyacinth","Mimosa, Lilac, Galbanum",Musk,"Name: Vacances Brand: Jean Patou Main accords: Green, Floral, Chypre, Animal, Woody Top notes: Hawthorn, Hyacinth Middle notes: Mimosa, Lilac, Galbanum Base notes: Musk"
39823,Vacation Vibe,Bath & Body Works,"Sweet, Gourmand, Floral, Creamy",,,,"Name: Vacation Vibe Brand: Bath & Body Works Main accords: Sweet, Gourmand, Floral, Creamy Top notes:  Middle notes:  Base notes: "
39824,Vague Souvenir,Guerlain,"Woody, Gourmand, Sweet, Smoky, Resinous","Absinth, Aniseed, Bergamot, Jasmine, Lavender","Ambrette, Carnation, Clove, Jasmine, Marjoram, Orange blossom, Rose, Tobacco","Musk, Tonka bean, Ylang-ylang","Name: Vague Souvenir Brand: Guerlain Main accords: Woody, Gourmand, Sweet, Smoky, Resinous Top notes: Absinth, Aniseed, Bergamot, Jasmine, Lavender Middle notes: Ambrette, Carnation, Clove, Jasmine, Marjoram, Orange blossom, Rose, Tobacco Base notes: Musk, Tonka bean, Ylang-ylang"
39825,Vahina,Sylvaine Delacourte,"Sweet, Creamy, Floral, Fruity, Powdery",,,,"Name: Vahina Brand: Sylvaine Delacourte Main accords: Sweet, Creamy, Floral, Fruity, Powdery Top notes:  Middle notes:  Base notes: "
39826,Vaiana Dea,Profumi del Forte,"Floral, Sweet, Powdery, Spicy, Fruity","Aldehydes, Bergamot, Coconut, Milk, Peach, Violet leaf","Tuberose, Honey, Jasmine, Lily of the valley, Ylang-ylang, Cocoa, Orchid, White rose","White musk, Benzoin, Sandalwood, Vanilla, Vetiver, Oakmoss","Name: Vaiana Dea Brand: Profumi del Forte Main accords: Floral, Sweet, Powdery, Spicy, Fruity Top notes: Aldehydes, Bergamot, Coconut, Milk, Peach, Violet leaf Middle notes: Tuberose, Honey, Jasmine, Lily of the valley, Ylang-ylang, Cocoa, Orchid, White rose Base notes: White musk, Benzoin, Sandalwood, Vanilla, Vetiver, Oakmoss"
39827,Vain & Naïve,Nishane,"Fruity, Sweet, Floral, Creamy, Citrus","Orange, Bergamot","Plum, Raspberry, Jasmine, Rose, Cedarwood","Amber, Musk, Patchouli, Sandalwood, Tonka bean, Benzoin","Name: Vain & Naïve Brand: Nishane Main accords: Fruity, Sweet, Floral, Creamy, Citrus Top notes: Orange, Bergamot Middle notes: Plum, Raspberry, Jasmine, Rose, Cedarwood Base notes: Amber, Musk, Patchouli, Sandalwood, Tonka bean, Benzoin"
39828,Vainilla,Zara,"Spicy, Gourmand",,,,"Name: Vainilla Brand: Zara Main accords: Spicy, Gourmand Top notes:  Middle notes:  Base notes: "
39829,Valaya,Parfums de Marly,"Synthetic, Floral, Fresh, Fruity, Citrus","White peach, Bergamot, Italian mandarin orange","Nympheal®, Orange blossom, Haitian vetiver","Musk, Ambrofix, Akigalawood®, Vanilla","Name: Valaya Brand: Parfums de Marly Main accords: Synthetic, Floral, Fresh, Fruity, Citrus Top notes: White peach, Bergamot, Italian mandarin orange Middle notes: Nympheal®, Orange blossom, Haitian vetiver Base notes: Musk, Ambrofix, Akigalawood®, Vanilla"
39830,Valencia,Swiss Arabian,"Fruity, Floral, Oriental, Sweet, Woody","Apple, Bergamot, Lemon","Gardenia, Jasmine, Peony, Rose","Amber, Sandalwood, White musk","Name: Valencia Brand: Swiss Arabian Main accords: Fruity, Floral, Oriental, Sweet, Woody Top notes: Apple, Bergamot, Lemon Middle notes: Gardenia, Jasmine, Peony, Rose Base notes: Amber, Sandalwood, White musk"
39831,Valentin,Fragonard,"Fresh, Sweet, Green, Citrus, Spicy","Lemon, Lavender, Bergamot","Cardamom, Nutmeg, Ginger, Violet leaf","Oakmoss, Cedar, Vanilla, Patchouli, Sandalwood, Vetiver","Name: Valentin Brand: Fragonard Main accords: Fresh, Sweet, Green, Citrus, Spicy Top notes: Lemon, Lavender, Bergamot Middle notes: Cardamom, Nutmeg, Ginger, Violet leaf Base notes: Oakmoss, Cedar, Vanilla, Patchouli, Sandalwood, Vetiver"
39832,Valentina Acqua Floreale,Valentino,"Floral, Fresh, Sweet, Powdery, Fruity","Orange blossom, Bergamot","Neroli, Jasmine, Mimosa, Tuberose","Amber, Patchouli","Name: Valentina Acqua Floreale Brand: Valentino Main accords: Floral, Fresh, Sweet, Powdery, Fruity Top notes: Orange blossom, Bergamot Middle notes: Neroli, Jasmine, Mimosa, Tuberose Base notes: Amber, Patchouli"
39833,Valentina Assoluto,Valentino,"Floral, Sweet, Powdery, Woody, Fruity","Peach, Truffle, Bergamot","Tuberose, Jasmine, Vanilla","Oakmoss, Patchouli, Cedar","Name: Valentina Assoluto Brand: Valentino Main accords: Floral, Sweet, Powdery, Woody, Fruity Top notes: Peach, Truffle, Bergamot Middle notes: Tuberose, Jasmine, Vanilla Base notes: Oakmoss, Patchouli, Cedar"
39834,Valentina Blush,Valentino,"Sweet, Fruity, Floral, Powdery, Synthetic","Pink pepper, Sour cherry",Orange blossom,Praliné,"Name: Valentina Blush Brand: Valentino Main accords: Sweet, Fruity, Floral, Powdery, Synthetic Top notes: Pink pepper, Sour cherry Middle notes: Orange blossom Base notes: Praliné"
39835,Valentina Myrrh Assoluto,Valentino,"Sweet, Oriental, Floral, Spicy, Resinous",,,,"Name: Valentina Myrrh Assoluto Brand: Valentino Main accords: Sweet, Oriental, Floral, Spicy, Resinous Top notes:  Middle notes:  Base notes: "
39836,Valentina Oud Assoluto,Valentino,"Woody, Oriental, Leathery, Smoky, Spicy","Orange blossom, Cardamom","Bulgarian rose, Leather, Oud","Vanilla, Saffron, Dry woods","Name: Valentina Oud Assoluto Brand: Valentino Main accords: Woody, Oriental, Leathery, Smoky, Spicy Top notes: Orange blossom, Cardamom Middle notes: Bulgarian rose, Leather, Oud Base notes: Vanilla, Saffron, Dry woods"
39837,Valentina Pink,Valentino,"Sweet, Floral, Fruity, Synthetic, Fresh","Strawberry, Musk, Peony","May rose, Rosa centifolia, Rosebud","Amber, Cashmere wood, Praliné","Name: Valentina Pink Brand: Valentino Main accords: Sweet, Floral, Fruity, Synthetic, Fresh Top notes: Strawberry, Musk, Peony Middle notes: May rose, Rosa centifolia, Rosebud Base notes: Amber, Cashmere wood, Praliné"
39838,Valentina Poudre,Valentino,"Powdery, Sweet, Floral, Creamy, Synthetic",,,,"Name: Valentina Poudre Brand: Valentino Main accords: Powdery, Sweet, Floral, Creamy, Synthetic Top notes:  Middle notes:  Base notes: "
39839,Valentina Rosa Assoluto,Valentino,"Floral, Sweet, Spicy, Oriental, Fruity","Raspberry, Saffron, Taif rose","Bulgarian rose, Orange blossom, Rosa centifolia","Caramelized almond, Patchouli, Woody notes","Name: Valentina Rosa Assoluto Brand: Valentino Main accords: Floral, Sweet, Spicy, Oriental, Fruity Top notes: Raspberry, Saffron, Taif rose Middle notes: Bulgarian rose, Orange blossom, Rosa centifolia Base notes: Caramelized almond, Patchouli, Woody notes"
39840,Valentina,Valentino,"Floral, Powdery, Sweet, Oriental, Creamy","Bergamot, Strawberry","Jasmine sambac, Orange blossom absolute, Patchouli","Vanilla, Cedar","Name: Valentina Brand: Valentino Main accords: Floral, Powdery, Sweet, Oriental, Creamy Top notes: Bergamot, Strawberry Middle notes: Jasmine sambac, Orange blossom absolute, Patchouli Base notes: Vanilla, Cedar"
39841,Valentina,Valentino,"Floral, Sweet, Powdery, Fruity, Fresh","White Alba truffle, Calabrian bergamot","Tuberose, Woodland strawberry, Amalfi orange blossom, Jasmine","Amber, Cedar","Name: Valentina Brand: Valentino Main accords: Floral, Sweet, Powdery, Fruity, Fresh Top notes: White Alba truffle, Calabrian bergamot Middle notes: Tuberose, Woodland strawberry, Amalfi orange blossom, Jasmine Base notes: Amber, Cedar"
39842,Valentine,Demeter Fragrance Library / The Library Of Fragrance,"Synthetic, Green, Citrus, Floral, Sweet",,,,"Name: Valentine Brand: Demeter Fragrance Library / The Library Of Fragrance Main accords: Synthetic, Green, Citrus, Floral, Sweet Top notes:  Middle notes:  Base notes: "
39843,Valentino Donna Acqua,Valentino,"Sweet, Floral, Fruity, Powdery, Creamy","Green almond, Pear, Rice","Frangipani, Hawthorn, Jasmine sambac","Benzoin, Roasted tonka bean, Sandalwood","Name: Valentino Donna Acqua Brand: Valentino Main accords: Sweet, Floral, Fruity, Powdery, Creamy Top notes: Green almond, Pear, Rice Middle notes: Frangipani, Hawthorn, Jasmine sambac Base notes: Benzoin, Roasted tonka bean, Sandalwood"
39844,Valentino Donna Born In Roma Coral Fantasy,Valentino,"Fruity, Sweet, Floral, Fresh, Synthetic","Golden kiwi, Brazilian orange","Rose, Jasminum auriculatum","Ambrette seed absolute, White musk","Name: Valentino Donna Born In Roma Coral Fantasy Brand: Valentino Main accords: Fruity, Sweet, Floral, Fresh, Synthetic Top notes: Golden kiwi, Brazilian orange Middle notes: Rose, Jasminum auriculatum Base notes: Ambrette seed absolute, White musk"
39845,Valentino Donna Born In Roma Green Stravaganza,Valentino,"Sweet, Floral, Fresh, Green, Synthetic",Lapsang Souchong tea,Jasmine absolute,Vanilla,"Name: Valentino Donna Born In Roma Green Stravaganza Brand: Valentino Main accords: Sweet, Floral, Fresh, Green, Synthetic Top notes: Lapsang Souchong tea Middle notes: Jasmine absolute Base notes: Vanilla"
39846,Valentino Donna Born In Roma Intense,Valentino,"Sweet, Floral, Fruity, Synthetic, Powdery","Amber, Bourbon vanilla",Jasmine,Benzoin,"Name: Valentino Donna Born In Roma Intense Brand: Valentino Main accords: Sweet, Floral, Fruity, Synthetic, Powdery Top notes: Amber, Bourbon vanilla Middle notes: Jasmine Base notes: Benzoin"
39847,Valentino Donna Born In Roma Pink PP,Valentino,"Sweet, Fruity, Floral, Creamy, Synthetic",Calabrian green mandarin orange,Orange blossom,Bourbon vanilla,"Name: Valentino Donna Born In Roma Pink PP Brand: Valentino Main accords: Sweet, Fruity, Floral, Creamy, Synthetic Top notes: Calabrian green mandarin orange Middle notes: Orange blossom Base notes: Bourbon vanilla"
39848,Valentino Donna Born In Roma Valentino 2019 Eau de Parfum,Valentino,"Sweet, Fruity, Floral, Synthetic, Fresh","Blackcurrant, Bergamot","Jasmine sambac absolute, Jasminum grandiflorum absolute, Jasmine tea","Bourbon vanilla, Cashmeran, Gaiac wood","Name: Valentino Donna Born In Roma Valentino 2019 Eau de Parfum Brand: Valentino Main accords: Sweet, Fruity, Floral, Synthetic, Fresh Top notes: Blackcurrant, Bergamot Middle notes: Jasmine sambac absolute, Jasminum grandiflorum absolute, Jasmine tea Base notes: Bourbon vanilla, Cashmeran, Gaiac wood"
39849,Valentino Donna Born In Roma Valentino Hair Mist,Valentino,"Floral, Fresh, Sweet","Blackcurrant, Bergamot","Jasmine sambac absolute, Jasminum grandiflorum absolute, Jasmine tea","Bourbon vanilla, Cashmeran, Gaiac wood","Name: Valentino Donna Born In Roma Valentino Hair Mist Brand: Valentino Main accords: Floral, Fresh, Sweet Top notes: Blackcurrant, Bergamot Middle notes: Jasmine sambac absolute, Jasminum grandiflorum absolute, Jasmine tea Base notes: Bourbon vanilla, Cashmeran, Gaiac wood"
39850,Valentino Donna Born In Roma Yellow Dream,Valentino,"Citrus, Floral, Fresh, Sweet, Fruity","Italian primofiore lemon, Calabrian bergamot, Lychee","Peony, Rose water, Turkish rose","White musk, Bourbon vanilla, Virginia cedar","Name: Valentino Donna Born In Roma Yellow Dream Brand: Valentino Main accords: Citrus, Floral, Fresh, Sweet, Fruity Top notes: Italian primofiore lemon, Calabrian bergamot, Lychee Middle notes: Peony, Rose water, Turkish rose Base notes: White musk, Bourbon vanilla, Virginia cedar"
39851,Valentino Donna Noir Absolu,Valentino,"Leathery, Sweet, Spicy, Fruity, Woody","Black pepper, Saffron","Jasmine sambac, Rose, Plum liqueur","Black leather, Cedar, Sandalwood","Name: Valentino Donna Noir Absolu Brand: Valentino Main accords: Leathery, Sweet, Spicy, Fruity, Woody Top notes: Black pepper, Saffron Middle notes: Jasmine sambac, Rose, Plum liqueur Base notes: Black leather, Cedar, Sandalwood"
39852,Valentino Donna Rosa Verde,Valentino,"Fresh, Green, Citrus, Floral, Spicy",,,,"Name: Valentino Donna Rosa Verde Brand: Valentino Main accords: Fresh, Green, Citrus, Floral, Spicy Top notes:  Middle notes:  Base notes: "
39853,Valentino Donna,Valentino,"Sweet, Fruity, Powdery, Floral, Woody",Turkish rose,Iris,Patchouli,"Name: Valentino Donna Brand: Valentino Main accords: Sweet, Fruity, Powdery, Floral, Woody Top notes: Turkish rose Middle notes: Iris Base notes: Patchouli"
39854,Valentino Donna Valentino 2015 Eau de Parfum,Valentino,"Floral, Sweet, Powdery, Leathery, Fruity",Calabrian bergamot,"Bulgarian damask rose, Italian iris pallida","Vanilla, Indonesian patchouli, Italian leather","Name: Valentino Donna Valentino 2015 Eau de Parfum Brand: Valentino Main accords: Floral, Sweet, Powdery, Leathery, Fruity Top notes: Calabrian bergamot Middle notes: Bulgarian damask rose, Italian iris pallida Base notes: Vanilla, Indonesian patchouli, Italian leather"
39855,Valentino Donna Valentino Parfum Cheveux,Valentino,,Calabrian bergamot,"Bulgarian damask rose, Italian iris pallida","Vanilla, Indonesian patchouli, Italian leather","Name: Valentino Donna Valentino Parfum Cheveux Brand: Valentino Main accords:  Top notes: Calabrian bergamot Middle notes: Bulgarian damask rose, Italian iris pallida Base notes: Vanilla, Indonesian patchouli, Italian leather"
39856,Valentino Donna Valentino Parfum Solide,Valentino,,Calabrian bergamot,"Bulgarian damask rose, Italian iris pallida","Vanilla, Indonesian patchouli, Italian leather","Name: Valentino Donna Valentino Parfum Solide Brand: Valentino Main accords:  Top notes: Calabrian bergamot Middle notes: Bulgarian damask rose, Italian iris pallida Base notes: Vanilla, Indonesian patchouli, Italian leather"
39857,Valentino Gold,Valentino,"Woody, Powdery, Spicy, Sweet, Fruity","Cardamom, Lime, Mandarin orange, Peach","Cranberry, Ginger, Rose, Water lily","Cinnamon, Iris, Sandalwood, White musk","Name: Valentino Gold Brand: Valentino Main accords: Woody, Powdery, Spicy, Sweet, Fruity Top notes: Cardamom, Lime, Mandarin orange, Peach Middle notes: Cranberry, Ginger, Rose, Water lily Base notes: Cinnamon, Iris, Sandalwood, White musk"
39858,Valentino Noir Absolu Musc Essence,Valentino,"Floral, Sweet, Animal, Powdery, Fresh",,,,"Name: Valentino Noir Absolu Musc Essence Brand: Valentino Main accords: Floral, Sweet, Animal, Powdery, Fresh Top notes:  Middle notes:  Base notes: "
39859,Valentino Noir Absolu Oud Essence,Valentino,"Woody, Spicy, Resinous, Oriental, Smoky",,,,"Name: Valentino Noir Absolu Oud Essence Brand: Valentino Main accords: Woody, Spicy, Resinous, Oriental, Smoky Top notes:  Middle notes:  Base notes: "
39860,Valentino Uomo Acqua,Valentino,"Citrus, Sweet, Fresh, Powdery, Floral","Citron, Mandarin orange, Green tomato","Orris absolute, Clary sage, Moroccan neroli","Musk, Haitian vetiver, Vanilla, White leather","Name: Valentino Uomo Acqua Brand: Valentino Main accords: Citrus, Sweet, Fresh, Powdery, Floral Top notes: Citron, Mandarin orange, Green tomato Middle notes: Orris absolute, Clary sage, Moroccan neroli Base notes: Musk, Haitian vetiver, Vanilla, White leather"
39861,Valentino Uomo Born In Roma Coral Fantasy,Valentino,"Sweet, Synthetic, Fruity, Spicy, Floral","Red apple, Bergamot, Cardamom","Bourbon geranium, Clary sage, Provençal lavender","Patchouli, Tobacco","Name: Valentino Uomo Born In Roma Coral Fantasy Brand: Valentino Main accords: Sweet, Synthetic, Fruity, Spicy, Floral Top notes: Red apple, Bergamot, Cardamom Middle notes: Bourbon geranium, Clary sage, Provençal lavender Base notes: Patchouli, Tobacco"
39862,Valentino Uomo Born In Roma Green Stravaganza,Valentino,"Fresh, Citrus, Sweet, Synthetic, Green",Calabrian bergamot,Coffee,Vetiver,"Name: Valentino Uomo Born In Roma Green Stravaganza Brand: Valentino Main accords: Fresh, Citrus, Sweet, Synthetic, Green Top notes: Calabrian bergamot Middle notes: Coffee Base notes: Vetiver"
39863,Valentino Uomo Born In Roma Intense,Valentino,"Sweet, Synthetic, Fresh, Fruity, Woody","Vanilla, Ginger","Provençal lavender, Nutmeg",Haitian vetiver,"Name: Valentino Uomo Born In Roma Intense Brand: Valentino Main accords: Sweet, Synthetic, Fresh, Fruity, Woody Top notes: Vanilla, Ginger Middle notes: Provençal lavender, Nutmeg Base notes: Haitian vetiver"
39864,Valentino Uomo Born In Roma Rockstud Noir,Valentino,"Fresh, Citrus, Aquatic, Spicy, Green",Italian bergamot,Sage,Ambergris,"Name: Valentino Uomo Born In Roma Rockstud Noir Brand: Valentino Main accords: Fresh, Citrus, Aquatic, Spicy, Green Top notes: Italian bergamot Middle notes: Sage Base notes: Ambergris"
39865,Valentino Uomo Born In Roma,Valentino,"Sweet, Synthetic, Fresh, Spicy, Fruity",,,,"Name: Valentino Uomo Born In Roma Brand: Valentino Main accords: Sweet, Synthetic, Fresh, Spicy, Fruity Top notes:  Middle notes:  Base notes: "
39866,Valentino Uomo Born In Roma Yellow Dream,Valentino,"Sweet, Fruity, Citrus, Synthetic, Fresh","Pineapple, Italian mandarin orange",Gingerbread,"Vanilla absolute, Cedarwood","Name: Valentino Uomo Born In Roma Yellow Dream Brand: Valentino Main accords: Sweet, Fruity, Citrus, Synthetic, Fresh Top notes: Pineapple, Italian mandarin orange Middle notes: Gingerbread Base notes: Vanilla absolute, Cedarwood"
39867,Valentino Uomo Intense,Valentino,"Powdery, Sweet, Leathery, Spicy, Creamy","Nutmeg, Mandarin orange","Sage, Juniper berry","Iris, Tonka bean, Vanilla, Leather, Patchouli","Name: Valentino Uomo Intense Brand: Valentino Main accords: Powdery, Sweet, Leathery, Spicy, Creamy Top notes: Nutmeg, Mandarin orange Middle notes: Sage, Juniper berry Base notes: Iris, Tonka bean, Vanilla, Leather, Patchouli"
39868,Valentino Uomo Intense,Valentino,"Sweet, Powdery, Leathery, Spicy, Creamy","Clary sage, Mandarin orange","Iris, Tonka bean","Vanilla, Black leather","Name: Valentino Uomo Intense Brand: Valentino Main accords: Sweet, Powdery, Leathery, Spicy, Creamy Top notes: Clary sage, Mandarin orange Middle notes: Iris, Tonka bean Base notes: Vanilla, Black leather"
39869,Valentino Uomo Noir Absolu,Valentino,"Sweet, Woody, Spicy, Creamy, Smoky","Black pepper, Black leather","Cinnamon, Coriander","Frankincense resin, Iris","Name: Valentino Uomo Noir Absolu Brand: Valentino Main accords: Sweet, Woody, Spicy, Creamy, Smoky Top notes: Black pepper, Black leather Middle notes: Cinnamon, Coriander Base notes: Frankincense resin, Iris"
39870,Valentino Uomo,Valentino,"Powdery, Spicy, Sweet, Gourmand, Citrus","Bergamot, Italian lemon","Iris, Vetiver","Black pepper, Cardamom","Name: Valentino Uomo Brand: Valentino Main accords: Powdery, Spicy, Sweet, Gourmand, Citrus Top notes: Bergamot, Italian lemon Middle notes: Iris, Vetiver Base notes: Black pepper, Cardamom"
39871,Valentino Uomo Valentino 2014 Eau de Toilette,Valentino,"Sweet, Gourmand, Powdery, Spicy, Woody","Bergamot, Myrtle","Gianduja cream, Coffee","Cedar, White leather","Name: Valentino Uomo Valentino 2014 Eau de Toilette Brand: Valentino Main accords: Sweet, Gourmand, Powdery, Spicy, Woody Top notes: Bergamot, Myrtle Middle notes: Gianduja cream, Coffee Base notes: Cedar, White leather"
39872,Valentino Uomo Valentino 2014 Lotion Après-Rasage,Valentino,"Powdery, Gourmand, Sweet","Bergamot, Myrtle","Gianduja cream, Coffee","Cedar, White leather","Name: Valentino Uomo Valentino 2014 Lotion Après-Rasage Brand: Valentino Main accords: Powdery, Gourmand, Sweet Top notes: Bergamot, Myrtle Middle notes: Gianduja cream, Coffee Base notes: Cedar, White leather"
39873,Valentino Valentino 1977 Eau de Toilette,Valentino,"Floral, Fruity, Chypre, Spicy, Green","Basil, Peach, Green notes, Lemon","Carnation, Rose, Cyclamen, Jasmine, Lily of the valley, Hyacinth","Oakmoss, Cedar, Civet, Musk","Name: Valentino Valentino 1977 Eau de Toilette Brand: Valentino Main accords: Floral, Fruity, Chypre, Spicy, Green Top notes: Basil, Peach, Green notes, Lemon Middle notes: Carnation, Rose, Cyclamen, Jasmine, Lily of the valley, Hyacinth Base notes: Oakmoss, Cedar, Civet, Musk"
39874,Valentino Valentino 1977 Parfum,Valentino,"Fruity, Chypre, Floral, Earthy, Smoky","Basil, Peach, Green notes, Lemon","Carnation, Rose, Cyclamen, Jasmine, Lily of the valley, Hyacinth","Oakmoss, Cedar, Civet, Musk","Name: Valentino Valentino 1977 Parfum Brand: Valentino Main accords: Fruity, Chypre, Floral, Earthy, Smoky Top notes: Basil, Peach, Green notes, Lemon Middle notes: Carnation, Rose, Cyclamen, Jasmine, Lily of the valley, Hyacinth Base notes: Oakmoss, Cedar, Civet, Musk"
39875,Valentino Valentino 2009 Eau de Parfum,Valentino,"Floral, Fruity, Fresh, Powdery, Oriental","Grapefruit, Magnolia","Orange blossom, Mimosa, Violet leaf","Heliotrope, Orchid, Rice","Name: Valentino Valentino 2009 Eau de Parfum Brand: Valentino Main accords: Floral, Fruity, Fresh, Powdery, Oriental Top notes: Grapefruit, Magnolia Middle notes: Orange blossom, Mimosa, Violet leaf Base notes: Heliotrope, Orchid, Rice"
39876,Valentys,Henry Jacques,,"Honeysuckle, White blossoms, Ylang-ylang","Jasmine, Lily of the valley, White rose","Peach, Sandalwood","Name: Valentys Brand: Henry Jacques Main accords:  Top notes: Honeysuckle, White blossoms, Ylang-ylang Middle notes: Jasmine, Lily of the valley, White rose Base notes: Peach, Sandalwood"
39877,Valeria,Parfum-Individual Harry Lehmann,"Green, Fresh, Spicy, Floral, Powdery",,,,"Name: Valeria Brand: Parfum-Individual Harry Lehmann Main accords: Green, Fresh, Spicy, Floral, Powdery Top notes:  Middle notes:  Base notes: "
39878,Valiant,Boadicea the Victorious,"Floral, Sweet, Creamy, Powdery, Fruity","Mandarin orange, Petitgrain, Orange, Bergamot","Cherry blossom, Orange blossom, Iris, Violet, Ylang-ylang, Carnation, Rose","Vanilla, Copaiba balsam, Sandalwood, Patchouli, Tonka bean, Amber","Name: Valiant Brand: Boadicea the Victorious Main accords: Floral, Sweet, Creamy, Powdery, Fruity Top notes: Mandarin orange, Petitgrain, Orange, Bergamot Middle notes: Cherry blossom, Orange blossom, Iris, Violet, Ylang-ylang, Carnation, Rose Base notes: Vanilla, Copaiba balsam, Sandalwood, Patchouli, Tonka bean, Amber"
39879,Valkyrie,Sylvaine Delacourte,"Spicy, Sweet, Creamy, Citrus, Green","Brazilian lime, Calabrian bitter orange, American curly mint",Persian galbanum,"Bourbon vanilla absolute, Indian sandalwood, Benzoin","Name: Valkyrie Brand: Sylvaine Delacourte Main accords: Spicy, Sweet, Creamy, Citrus, Green Top notes: Brazilian lime, Calabrian bitter orange, American curly mint Middle notes: Persian galbanum Base notes: Bourbon vanilla absolute, Indian sandalwood, Benzoin"
39880,Valldemosa,Parfum-Individual Harry Lehmann,"Floral, Chypre, Green, Spicy, Fruity",,,,"Name: Valldemosa Brand: Parfum-Individual Harry Lehmann Main accords: Floral, Chypre, Green, Spicy, Fruity Top notes:  Middle notes:  Base notes: "
39881,Valle de la Luna Fueguia 1833 2018 Perfume,Fueguia 1833,"Woody, Powdery, Floral, Fresh, Green",Iris,Sandalwood,Amber,"Name: Valle de la Luna Fueguia 1833 2018 Perfume Brand: Fueguia 1833 Main accords: Woody, Powdery, Floral, Fresh, Green Top notes: Iris Middle notes: Sandalwood Base notes: Amber"
39882,Valle de la Luna Fueguia 1833 2018 Pura Esencia,Fueguia 1833,,Iris,Sandalwood,Amber,Name: Valle de la Luna Fueguia 1833 2018 Pura Esencia Brand: Fueguia 1833 Main accords:  Top notes: Iris Middle notes: Sandalwood Base notes: Amber
39883,Valor Dana 2014 Eau de Toilette,Dana,"Spicy, Fruity","Bergamot, Lemon zest","Bourbon whiskey, Cinnamon","Amber, Kashmiri musk, Virginia cedar","Name: Valor Dana 2014 Eau de Toilette Brand: Dana Main accords: Spicy, Fruity Top notes: Bergamot, Lemon zest Middle notes: Bourbon whiskey, Cinnamon Base notes: Amber, Kashmiri musk, Virginia cedar"
39884,Valor Dana Body Spray,Dana,,"Apple, Blackcurrant, Cypress, Melon, Orange, Rancid Oil","Cyclamen, Jasmine, Lily of the valley, Rose","Amber, Apricot, Musk, Peach, Plum, Sandalwood","Name: Valor Dana Body Spray Brand: Dana Main accords:  Top notes: Apple, Blackcurrant, Cypress, Melon, Orange, Rancid Oil Middle notes: Cyclamen, Jasmine, Lily of the valley, Rose Base notes: Amber, Apricot, Musk, Peach, Plum, Sandalwood"
39885,Valor for Her Dana 2015 Eau de Toilette,Dana,"Fruity, Floral, Sweet, Synthetic, Spicy",,,,"Name: Valor for Her Dana 2015 Eau de Toilette Brand: Dana Main accords: Fruity, Floral, Sweet, Synthetic, Spicy Top notes:  Middle notes:  Base notes: "
39886,Valor for Her Dana 2015 Fragrance Mist,Dana,"Fruity, Floral",,,,"Name: Valor for Her Dana 2015 Fragrance Mist Brand: Dana Main accords: Fruity, Floral Top notes:  Middle notes:  Base notes: "
39887,Valparaiso,Le Couvent,"Woody, Spicy, Resinous, Smoky, Sweet",Cardamom,"Frankincense, Myrrh, Patchouli","Virginia cedar, Vetiver","Name: Valparaiso Brand: Le Couvent Main accords: Woody, Spicy, Resinous, Smoky, Sweet Top notes: Cardamom Middle notes: Frankincense, Myrrh, Patchouli Base notes: Virginia cedar, Vetiver"
39888,Vamos,Parfum-Individual Harry Lehmann,"Spicy, Woody, Green, Resinous, Citrus",,,,"Name: Vamos Brand: Parfum-Individual Harry Lehmann Main accords: Spicy, Woody, Green, Resinous, Citrus Top notes:  Middle notes:  Base notes: "
39889,Vampire Blood,Bath & Body Works,Fruity,,,,Name: Vampire Blood Brand: Bath & Body Works Main accords: Fruity Top notes:  Middle notes:  Base notes: 
39890,Vampire Blooms,Demeter Fragrance Library / The Library Of Fragrance,"Floral, Sweet, Gourmand, Spicy, Synthetic",,,,"Name: Vampire Blooms Brand: Demeter Fragrance Library / The Library Of Fragrance Main accords: Floral, Sweet, Gourmand, Spicy, Synthetic Top notes:  Middle notes:  Base notes: "
