perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
41065,We're Not Out The Woods Yet,4160 Tuesdays,,"Bergamot, Grapefruit, Tropical fruits, Sock","African orange blossom, Cinnamon, Jasmine, XylophazQ","Cashmere wood, Musk, Suede, Finglebop","Name: We're Not Out The Woods Yet Brand: 4160 Tuesdays Main accords:  Top notes: Bergamot, Grapefruit, Tropical fruits, Sock Middle notes: African orange blossom, Cinnamon, Jasmine, XylophazQ Base notes: Cashmere wood, Musk, Suede, Finglebop"
13451,Dans Ma Bulle de Fleurs,Carven,"Floral, Fruity, Creamy, Synthetic, Fresh","Lychee, Mandarin orange, Pear, Green apple","Dragée, Freesia, Peony, White lotus","Cashmere wood, Musk, Crystal amber","Name: Dans Ma Bulle de Fleurs Brand: Carven Main accords: Floral, Fruity, Creamy, Synthetic, Fresh Top notes: Lychee, Mandarin orange, Pear, Green apple Middle notes: Dragée, Freesia, Peony, White lotus Base notes: Cashmere wood, Musk, Crystal amber"
37949,Taariikh Gold,Junaid Perfumes,,"Gardenia, Rose",Vanilla,White musk,"Name: Taariikh Gold Brand: Junaid Perfumes Main accords:  Top notes: Gardenia, Rose Middle notes: Vanilla Base notes: White musk"
16332,Enjiiro No Miyako,Auphorie,"Spicy, Green, Woody, Synthetic, Sweet",,,,"Name: Enjiiro No Miyako Brand: Auphorie Main accords: Spicy, Green, Woody, Synthetic, Sweet Top notes:  Middle notes:  Base notes: "
1886,Adagio,Sospiro,"Floral, Chypre, Spicy, Earthy, Oriental","Jasmine, Oakmoss, Vetiver","White musk, Leather","Patchouli, Oud","Name: Adagio Brand: Sospiro Main accords: Floral, Chypre, Spicy, Earthy, Oriental Top notes: Jasmine, Oakmoss, Vetiver Middle notes: White musk, Leather Base notes: Patchouli, Oud"
39366,Turquoise,The House of Oud,"Spicy, Oriental, Sweet, Citrus",,,,"Name: Turquoise Brand: The House of Oud Main accords: Spicy, Oriental, Sweet, Citrus Top notes:  Middle notes:  Base notes: "
12787,Cristal & Gold Woman,Amouage,"Floral, Spicy, Citrus, Animal, Resinous","Aldehydes, Bergamot, Frankincense, Neroli, Petitgrain","Damask rose, Heliotrope, Iris, Jasmine, Ylang-ylang","Ambergris, Bourbon vanilla, Civet, Labdanum, Sandalwood, Vetiver","Name: Cristal & Gold Woman Brand: Amouage Main accords: Floral, Spicy, Citrus, Animal, Resinous Top notes: Aldehydes, Bergamot, Frankincense, Neroli, Petitgrain Middle notes: Damask rose, Heliotrope, Iris, Jasmine, Ylang-ylang Base notes: Ambergris, Bourbon vanilla, Civet, Labdanum, Sandalwood, Vetiver"
5774,Autograph Homme Noir,Marks & Spencer,,"Citrus notes, Pepper, Pollution","Patchouli, Tonka bean, Onion","Amber, Vetiver, Rancidness","Name: Autograph Homme Noir Brand: Marks & Spencer Main accords:  Top notes: Citrus notes, Pepper, Pollution Middle notes: Patchouli, Tonka bean, Onion Base notes: Amber, Vetiver, Rancidness"
34038,Rasa Anniversary Limited Edition,Pomare's Stolen Perfume,"Woody, Spicy, Smoky, Resinous, Oriental",,,,"Name: Rasa Anniversary Limited Edition Brand: Pomare's Stolen Perfume Main accords: Woody, Spicy, Smoky, Resinous, Oriental Top notes:  Middle notes:  Base notes: "
20708,Hallucinogenic Pearl,What We Do Is Secret / A Lab on Fire,"Leathery, Powdery, Synthetic, Floral, Woody","Ambrette seed, Pink pepper, Bergamot","Iris, Violet","Suede, Musk, Blond woods","Name: Hallucinogenic Pearl Brand: What We Do Is Secret / A Lab on Fire Main accords: Leathery, Powdery, Synthetic, Floral, Woody Top notes: Ambrette seed, Pink pepper, Bergamot Middle notes: Iris, Violet Base notes: Suede, Musk, Blond woods"
30161,Neiges Lise Watier 1996 Eau de Parfum,Lise Watier,"Floral, Fresh, Sweet, Woody, Powdery","Lily of the valley, Hyacinth, Magnolia, Orange blossom","Lily of the valley, Jasmine","Musk, Sandalwood","Name: Neiges Lise Watier 1996 Eau de Parfum Brand: Lise Watier Main accords: Floral, Fresh, Sweet, Woody, Powdery Top notes: Lily of the valley, Hyacinth, Magnolia, Orange blossom Middle notes: Lily of the valley, Jasmine Base notes: Musk, Sandalwood"
3,Coco.Conut,W.Dressroom,,Coconut,"Milk, Tonka bean","Amber, Musk, Vanilla","Name: Coco.Conut Brand: W.Dressroom Main accords:  Top notes: Coconut Middle notes: Milk, Tonka bean Base notes: Amber, Musk, Vanilla"
16092,En Avril Un Soir Yves Rocher 1976 Eau de Toilette,Yves Rocher,"Chypre, Floral, Woody, Powdery, Green","Aldehydes, Bergamot, Orange blossom, Ylang-ylang","Freesia, Jasmine, Rose","Oakmoss, Iris, Cedar, Musk, Sandalwood, Patchouli","Name: En Avril Un Soir Yves Rocher 1976 Eau de Toilette Brand: Yves Rocher Main accords: Chypre, Floral, Woody, Powdery, Green Top notes: Aldehydes, Bergamot, Orange blossom, Ylang-ylang Middle notes: Freesia, Jasmine, Rose Base notes: Oakmoss, Iris, Cedar, Musk, Sandalwood, Patchouli"
2760,Alexandria II XerJoff 2017 Pure Attar,XerJoff,"Oriental, Woody, Spicy, Floral, Resinous","Lavender, Rosewood, Apple, Cinnamon","Bulgarian rose, Cedarwood, Lily of the valley","Amber, Laotian oud, Musk, Sandalwood, Vanilla","Name: Alexandria II XerJoff 2017 Pure Attar Brand: XerJoff Main accords: Oriental, Woody, Spicy, Floral, Resinous Top notes: Lavender, Rosewood, Apple, Cinnamon Middle notes: Bulgarian rose, Cedarwood, Lily of the valley Base notes: Amber, Laotian oud, Musk, Sandalwood, Vanilla"
37871,Sweet Pea Forever Bath & Body Works 2001 Eau de Toilette,Bath & Body Works,"Fresh, Citrus, Synthetic, Green, Fruity","Citron, Grapefruit, Green mandarin orange","Absinth, Cardamom, Neroli","Amber, Patchouli, Sweetgrass","Name: Sweet Pea Forever Bath & Body Works 2001 Eau de Toilette Brand: Bath & Body Works Main accords: Fresh, Citrus, Synthetic, Green, Fruity Top notes: Citron, Grapefruit, Green mandarin orange Middle notes: Absinth, Cardamom, Neroli Base notes: Amber, Patchouli, Sweetgrass"
27929,Mark II Jaguar 1995 After Shave Lotion,Jaguar,,"Bergamot, Mandarin orange",Patchouli,"Amber, Musk, Sandalwood, Tonka bean","Name: Mark II Jaguar 1995 After Shave Lotion Brand: Jaguar Main accords:  Top notes: Bergamot, Mandarin orange Middle notes: Patchouli Base notes: Amber, Musk, Sandalwood, Tonka bean"
26014,L'Homme Idéal Intense L'Homme Idéal L'Intense,Guerlain,"Spicy, Sweet, Woody, Smoky, Leathery","Almond, Cardamom, Chili","Bulgarian rose, Cistus, Leather","Vanilla, Sandalwood, Smoky notes, Patchouli","Name: L'Homme Idéal Intense L'Homme Idéal L'Intense Brand: Guerlain Main accords: Spicy, Sweet, Woody, Smoky, Leathery Top notes: Almond, Cardamom, Chili Middle notes: Bulgarian rose, Cistus, Leather Base notes: Vanilla, Sandalwood, Smoky notes, Patchouli"
9426,Côte,Clandestine Laboratories,"Citrus, Fresh, Green, Sweet, Fruity",,,,"Name: Côte Brand: Clandestine Laboratories Main accords: Citrus, Fresh, Green, Sweet, Fruity Top notes:  Middle notes:  Base notes: "
27776,Mandrine,Jo Loves...,"Citrus, Fresh, Fruity, Green, Spicy","Bitter orange, Petitgrain, Bergamot, Lemon leaf","Star anise, Thyme","Ambroxan, Benzoin","Name: Mandrine Brand: Jo Loves... Main accords: Citrus, Fresh, Fruity, Green, Spicy Top notes: Bitter orange, Petitgrain, Bergamot, Lemon leaf Middle notes: Star anise, Thyme Base notes: Ambroxan, Benzoin"
3176,A'maze Homme,Parisvally,,"Bergamot, Black pepper, Grapefruit, Lemon, Nutmeg","Cedarwood, Geranium, Ginger, Jasmine","Amber, Frankincense, Moss, Patchouli, Sandalwood, Tonka bean, Vetiver","Name: A'maze Homme Brand: Parisvally Main accords:  Top notes: Bergamot, Black pepper, Grapefruit, Lemon, Nutmeg Middle notes: Cedarwood, Geranium, Ginger, Jasmine Base notes: Amber, Frankincense, Moss, Patchouli, Sandalwood, Tonka bean, Vetiver"
26426,Little Black Dress Sequin,Avon,,"Green apple, Mandarin orange, Pineapple","Cardamom, Cinnamon, Orange blossom, Rancid Oil","Amber, Praliné, Sandalwood","Name: Little Black Dress Sequin Brand: Avon Main accords:  Top notes: Green apple, Mandarin orange, Pineapple Middle notes: Cardamom, Cinnamon, Orange blossom, Rancid Oil Base notes: Amber, Praliné, Sandalwood"
11295,City Trip to Barcelona,Coscentra,,"Exotic fruits, Lychee, Pear, Sludge","Gardenia, Mimosa, Plum, Mud","Amber, Vanilla, White musk","Name: City Trip to Barcelona Brand: Coscentra Main accords:  Top notes: Exotic fruits, Lychee, Pear, Sludge Middle notes: Gardenia, Mimosa, Plum, Mud Base notes: Amber, Vanilla, White musk"
16305,English Rose Yardley 2015 Eau de Toilette,Yardley,"Floral, Fresh, Green, Fruity, Woody","Rose, Citrus notes","Blackcurrant, Rosebud, Violet, Woody notes, Magnolia","Musk, Patchouli","Name: English Rose Yardley 2015 Eau de Toilette Brand: Yardley Main accords: Floral, Fresh, Green, Fruity, Woody Top notes: Rose, Citrus notes Middle notes: Blackcurrant, Rosebud, Violet, Woody notes, Magnolia Base notes: Musk, Patchouli"
30959,Ocean Musk,Junaid Perfumes,"Aquatic, Citrus",Citrus notes,Musk,Marine notes,"Name: Ocean Musk Brand: Junaid Perfumes Main accords: Aquatic, Citrus Top notes: Citrus notes Middle notes: Musk Base notes: Marine notes"
14275,Dirae,Junaid Perfumes,,Orange blossom,"Amber, Lavender",Woody notes,"Name: Dirae Brand: Junaid Perfumes Main accords:  Top notes: Orange blossom Middle notes: Amber, Lavender Base notes: Woody notes"
40272,Venti,Electimuss,"Woody, Spicy, Animal, Sweet, Fresh","Cinnamon, Mandarin orange, Marine notes, Peach","Orange blossom, Geranium, Jasmine","Ambergris, Benzoin, Myrrh, Patchouli, Vanilla","Name: Venti Brand: Electimuss Main accords: Woody, Spicy, Animal, Sweet, Fresh Top notes: Cinnamon, Mandarin orange, Marine notes, Peach Middle notes: Orange blossom, Geranium, Jasmine Base notes: Ambergris, Benzoin, Myrrh, Patchouli, Vanilla"
25026,Layton Exclusif,Parfums de Marly,"Woody, Spicy, Sweet, Oriental, Smoky","Apple, Bergamot, Grapefruit","Geranium, Lavender, Oud, Cinnamon","Gaiac wood, Vanilla, Cypriol, Patchouli","Name: Layton Exclusif Brand: Parfums de Marly Main accords: Woody, Spicy, Sweet, Oriental, Smoky Top notes: Apple, Bergamot, Grapefruit Middle notes: Geranium, Lavender, Oud, Cinnamon Base notes: Gaiac wood, Vanilla, Cypriol, Patchouli"
40018,Vanille Extrême Comptoir Sud Pacifique 2010 Eau de Parfum,Comptoir Sud Pacifique,"Gourmand, Sweet, Powdery, Synthetic, Oriental",,,,"Name: Vanille Extrême Comptoir Sud Pacifique 2010 Eau de Parfum Brand: Comptoir Sud Pacifique Main accords: Gourmand, Sweet, Powdery, Synthetic, Oriental Top notes:  Middle notes:  Base notes: "
2512,Al Azal Ghawali 2016 Concentrated Perfume,Ghawali,,Cardamom,"Cedar, Patchouli, Saffron","Oud, Praliné, Vanilla","Name: Al Azal Ghawali 2016 Concentrated Perfume Brand: Ghawali Main accords:  Top notes: Cardamom Middle notes: Cedar, Patchouli, Saffron Base notes: Oud, Praliné, Vanilla"
15249,Eau de Romarin,Galimard,"Fresh, Citrus, Earthy, Floral, Fruity",,,,"Name: Eau de Romarin Brand: Galimard Main accords: Fresh, Citrus, Earthy, Floral, Fruity Top notes:  Middle notes:  Base notes: "
37645,Sun Sorbet,Jil Sander,"Fruity, Fresh, Floral, Sweet, Synthetic",Currant,Jasmine,"Sandalwood, Vanilla","Name: Sun Sorbet Brand: Jil Sander Main accords: Fruity, Fresh, Floral, Sweet, Synthetic Top notes: Currant Middle notes: Jasmine Base notes: Sandalwood, Vanilla"
4492,Aqua Allegoria Mandarine Basilic,Guerlain,"Citrus, Fresh, Fruity, Green, Spicy","Clementine, Bitter orange, Green tea, Ivy, Neroli","Mandarin orange, Basil, Chamomile, Peony","Amber, Sandalwood","Name: Aqua Allegoria Mandarine Basilic Brand: Guerlain Main accords: Citrus, Fresh, Fruity, Green, Spicy Top notes: Clementine, Bitter orange, Green tea, Ivy, Neroli Middle notes: Mandarin orange, Basil, Chamomile, Peony Base notes: Amber, Sandalwood"
2318,Aigner |man|² Aigner 2007 Eau de Toilette,Aigner,"Woody, Sweet, Spicy, Citrus, Gourmand","Sage, Sicilian lemon","Cinnamon, Tarragon, Aniseed","Amber, Tobacco, Patchouli, Tonka bean, Vanilla, Cashmere wood, Cedar","Name: Aigner |man|² Aigner 2007 Eau de Toilette Brand: Aigner Main accords: Woody, Sweet, Spicy, Citrus, Gourmand Top notes: Sage, Sicilian lemon Middle notes: Cinnamon, Tarragon, Aniseed Base notes: Amber, Tobacco, Patchouli, Tonka bean, Vanilla, Cashmere wood, Cedar"
7087,Bergamotto Ortigia Eau de Parfum,Ortigia,"Fresh, Citrus, Green, Fruity, Spicy",,,,"Name: Bergamotto Ortigia Eau de Parfum Brand: Ortigia Main accords: Fresh, Citrus, Green, Fruity, Spicy Top notes:  Middle notes:  Base notes: "
18570,Folies de Saisons - Fantaisies d'Hiver Yves Rocher 1997 Eau de Toilette,Yves Rocher,"Powdery, Sweet, Gourmand, Floral, Fresh",,,,"Name: Folies de Saisons - Fantaisies d'Hiver Yves Rocher 1997 Eau de Toilette Brand: Yves Rocher Main accords: Powdery, Sweet, Gourmand, Floral, Fresh Top notes:  Middle notes:  Base notes: "
10083,Carpe Diem,Swiss Arabian,"Aquatic, Spicy, Woody, Fresh, Sweet","Cardamom, Cedar leaf, Grapefruit, Rosemary","Frankincense, Tuberose, Ylang-ylang","Georgywood®, Atlas cedar, Leather, Suede, Vetiver","Name: Carpe Diem Brand: Swiss Arabian Main accords: Aquatic, Spicy, Woody, Fresh, Sweet Top notes: Cardamom, Cedar leaf, Grapefruit, Rosemary Middle notes: Frankincense, Tuberose, Ylang-ylang Base notes: Georgywood®, Atlas cedar, Leather, Suede, Vetiver"
1156,A Perfume,Zara,"Fresh, Sweet, Woody, Citrus, Synthetic",,,,"Name: A Perfume Brand: Zara Main accords: Fresh, Sweet, Woody, Citrus, Synthetic Top notes:  Middle notes:  Base notes: "
2487,Al Ameed,Lattafa / لطافة,"Spicy, Leathery, Fresh, Fruity, Citrus","Clary sage, Mandarin orange","Pepper, Pineapple","Leather, Musk","Name: Al Ameed Brand: Lattafa / لطافة Main accords: Spicy, Leathery, Fresh, Fruity, Citrus Top notes: Clary sage, Mandarin orange Middle notes: Pepper, Pineapple Base notes: Leather, Musk"
16714,Essenziale Vi,Essenzialmente Laura,"Sweet, Fruity, Gourmand, Spicy, Woody",,,,"Name: Essenziale Vi Brand: Essenzialmente Laura Main accords: Sweet, Fruity, Gourmand, Spicy, Woody Top notes:  Middle notes:  Base notes: "
35041,Royal Blend,Abdul Samad Al Qurashi / عبدالصمد القرشي,"Citrus, Spicy, Oriental, Resinous, Floral",,,,"Name: Royal Blend Brand: Abdul Samad Al Qurashi / عبدالصمد القرشي Main accords: Citrus, Spicy, Oriental, Resinous, Floral Top notes:  Middle notes:  Base notes: "
26729,Love by Lily Prune,Ulric de Varens,"Fruity, Floral, Fresh, Sweet, Synthetic","Lychee, Mirabelle plum, Grapefruit","Cherry blossom, Rose, Freesia","Sandalwood, Vanilla","Name: Love by Lily Prune Brand: Ulric de Varens Main accords: Fruity, Floral, Fresh, Sweet, Synthetic Top notes: Lychee, Mirabelle plum, Grapefruit Middle notes: Cherry blossom, Rose, Freesia Base notes: Sandalwood, Vanilla"
22949,Jacomo for Men,Jacomo,"Sweet, Spicy, Fruity, Woody, Gourmand","Nutmeg, Black pepper, Citron, Pimento","Pineapple, Plum","Tonka bean, Amber, Coffee, Vetiver","Name: Jacomo for Men Brand: Jacomo Main accords: Sweet, Spicy, Fruity, Woody, Gourmand Top notes: Nutmeg, Black pepper, Citron, Pimento Middle notes: Pineapple, Plum Base notes: Tonka bean, Amber, Coffee, Vetiver"
19382,Garden Marriage ガーデンマリアージュ Venus Spa / ヴィーナススパ 2014 Body Mist,Venus Spa / ヴィーナススパ,,"Apricot, Bergamot, Jasmine","Green rose, Lily of the valley, Peach","Amber, Musk, Violet","Name: Garden Marriage ガーデンマリアージュ Venus Spa / ヴィーナススパ 2014 Body Mist Brand: Venus Spa / ヴィーナススパ Main accords:  Top notes: Apricot, Bergamot, Jasmine Middle notes: Green rose, Lily of the valley, Peach Base notes: Amber, Musk, Violet"
19552,Geo Uomo,Alviero Martini,"Floral, Spicy, Green, Aquatic, Woody","Carrot seed, Coriander, Noxiousness","Violet, Apricot, Saffron","Musk, Hay, Suede","Name: Geo Uomo Brand: Alviero Martini Main accords: Floral, Spicy, Green, Aquatic, Woody Top notes: Carrot seed, Coriander, Noxiousness Middle notes: Violet, Apricot, Saffron Base notes: Musk, Hay, Suede"
13542,Dark Mahoré,Mine Perfume Lab,"Floral, Spicy, Woody, Oriental, Synthetic","Cardamom, Spicy notes, Black pepper","Ylang-ylang, Jasmine","Sandalwood, Tobacco, Musk, Patchouli","Name: Dark Mahoré Brand: Mine Perfume Lab Main accords: Floral, Spicy, Woody, Oriental, Synthetic Top notes: Cardamom, Spicy notes, Black pepper Middle notes: Ylang-ylang, Jasmine Base notes: Sandalwood, Tobacco, Musk, Patchouli"
4393,Apparition Wild Orange,Emanuel Ungaro,"Fresh, Fruity, Spicy","Calabrian bergamot, Cardamom, Key lime","Indonesian nutmeg, Lavender, Moroccan rosemary","Amberwood, Musk, Vanilla, Vetiver","Name: Apparition Wild Orange Brand: Emanuel Ungaro Main accords: Fresh, Fruity, Spicy Top notes: Calabrian bergamot, Cardamom, Key lime Middle notes: Indonesian nutmeg, Lavender, Moroccan rosemary Base notes: Amberwood, Musk, Vanilla, Vetiver"
36476,Signature Collection - Arabian Desert,Dunhill,"Oriental, Woody, Spicy, Floral, Resinous","Saffron, Pink pepper, Bergamot",Rose,Oud,"Name: Signature Collection - Arabian Desert Brand: Dunhill Main accords: Oriental, Woody, Spicy, Floral, Resinous Top notes: Saffron, Pink pepper, Bergamot Middle notes: Rose Base notes: Oud"
36155,Series 5: Sherbet - Rhubarb,Comme des Garçons,"Fresh, Fruity, Green, Sweet, Citrus",,,,"Name: Series 5: Sherbet - Rhubarb Brand: Comme des Garçons Main accords: Fresh, Fruity, Green, Sweet, Citrus Top notes:  Middle notes:  Base notes: "
18848,François Charles,Rancé 1795,"Spicy, Floral, Sweet, Citrus, Fresh","Basil, Bergamot, Calabrian lemon, Cardamom, Lavender","Ginger, Carnation, Geranium, Jasmine, Thyme absolute","Musk, Amber, Florentine iris, Leather, Virginia cedar","Name: François Charles Brand: Rancé 1795 Main accords: Spicy, Floral, Sweet, Citrus, Fresh Top notes: Basil, Bergamot, Calabrian lemon, Cardamom, Lavender Middle notes: Ginger, Carnation, Geranium, Jasmine, Thyme absolute Base notes: Musk, Amber, Florentine iris, Leather, Virginia cedar"
37587,Summer Of Love Hawaii,Tom Tailor,"Floral, Sweet, Creamy, Fruity, Powdery","Cherry blossom nectar, Rose liqueur","Ylang-ylang, Amaretto, Vanilla","Cashmeran, Tonka bean, Sandalwood, Rankness","Name: Summer Of Love Hawaii Brand: Tom Tailor Main accords: Floral, Sweet, Creamy, Fruity, Powdery Top notes: Cherry blossom nectar, Rose liqueur Middle notes: Ylang-ylang, Amaretto, Vanilla Base notes: Cashmeran, Tonka bean, Sandalwood, Rankness"
19231,Fumée Vanille,Kyse Perfumes / Perfumes by Terri,"Smoky, Sweet, Gourmand, Creamy, Woody",,,,"Name: Fumée Vanille Brand: Kyse Perfumes / Perfumes by Terri Main accords: Smoky, Sweet, Gourmand, Creamy, Woody Top notes:  Middle notes:  Base notes: "
8873,Bouquet de la Reine Floris 1860 Eau de Parfum,Floris,"Floral, Fresh, Fruity, Green, Powdery","Violet leaf, Bergamot, Peach, Blackcurrant bud","Lily of the valley, Rose, Jasmine, Tuberose, Ylang-ylang","Oakmoss, Sandalwood, Vanilla","Name: Bouquet de la Reine Floris 1860 Eau de Parfum Brand: Floris Main accords: Floral, Fresh, Fruity, Green, Powdery Top notes: Violet leaf, Bergamot, Peach, Blackcurrant bud Middle notes: Lily of the valley, Rose, Jasmine, Tuberose, Ylang-ylang Base notes: Oakmoss, Sandalwood, Vanilla"
23971,Khanjar,Schlossparfumerie Wolff & Sohn Stuttgart,,"Bergamot, Ylang-ylang","Clove, Geranium","Ambergris, Patchouli, Vetiver","Name: Khanjar Brand: Schlossparfumerie Wolff & Sohn Stuttgart Main accords:  Top notes: Bergamot, Ylang-ylang Middle notes: Clove, Geranium Base notes: Ambergris, Patchouli, Vetiver"
8860,Bouquet Armonia,Sospiro,"Floral, Fruity, Sweet",,,,"Name: Bouquet Armonia Brand: Sospiro Main accords: Floral, Fruity, Sweet Top notes:  Middle notes:  Base notes: "
32329,Pasha de Cartier Cartier 1992 Lotion Après Rasage,Cartier,,"Thyme, Mint, Lavender, Mandarin orange","Alyssum, Coriander, Brazilian rosewood","Patchouli, Oakmoss, Labdanum, Sandalwood","Name: Pasha de Cartier Cartier 1992 Lotion Après Rasage Brand: Cartier Main accords:  Top notes: Thyme, Mint, Lavender, Mandarin orange Middle notes: Alyssum, Coriander, Brazilian rosewood Base notes: Patchouli, Oakmoss, Labdanum, Sandalwood"
9922,Captain Tsubasa - Ozora Tsubasa キャプテン翼 大空翼,primaniacs,,"Bergamot, Lemon, Lime","Freesia, Jasmine, Lily, Lily of the valley, Ozone","Amber, Musk, Raspberry, Woody notes","Name: Captain Tsubasa - Ozora Tsubasa キャプテン翼 大空翼 Brand: primaniacs Main accords:  Top notes: Bergamot, Lemon, Lime Middle notes: Freesia, Jasmine, Lily, Lily of the valley, Ozone Base notes: Amber, Musk, Raspberry, Woody notes"
6669,Be,Givenchy,"Citrus, Spicy, Woody, Fruity, Fresh","Cherry, Ginger, Lime","Honeysuckle, Jasmine, Orange blossom","Amber, Cedarwood, Musk","Name: Be Brand: Givenchy Main accords: Citrus, Spicy, Woody, Fruity, Fresh Top notes: Cherry, Ginger, Lime Middle notes: Honeysuckle, Jasmine, Orange blossom Base notes: Amber, Cedarwood, Musk"
13359,Dama de Noche Fueguia 1833 2021 Perfume,Fueguia 1833,,Night-blooming jasmine,Ylang-ylang,Jasmine,Name: Dama de Noche Fueguia 1833 2021 Perfume Brand: Fueguia 1833 Main accords:  Top notes: Night-blooming jasmine Middle notes: Ylang-ylang Base notes: Jasmine
18455,Flower Market,Lush / Cosmetics To Go,"Floral, Spicy, Oriental, Green, Powdery",,,,"Name: Flower Market Brand: Lush / Cosmetics To Go Main accords: Floral, Spicy, Oriental, Green, Powdery Top notes:  Middle notes:  Base notes: "
23978,Khmer Jadeed 1,Alhind Oud,"Chypre, Earthy, Fruity, Woody, Green","Grass, Green apple, Mandarin orange, Chemical","Grasse jasmine, Orange blossom, Rose, Violet","Cedarwood, Oakmoss, Sandalwood, Vetiver, White musk, Trungle","Name: Khmer Jadeed 1 Brand: Alhind Oud Main accords: Chypre, Earthy, Fruity, Woody, Green Top notes: Grass, Green apple, Mandarin orange, Chemical Middle notes: Grasse jasmine, Orange blossom, Rose, Violet Base notes: Cedarwood, Oakmoss, Sandalwood, Vetiver, White musk, Trungle"
22687,Iris in Love,Kiotis,,Lily of the valley,Iris,"Cedar, Musk","Name: Iris in Love Brand: Kiotis Main accords:  Top notes: Lily of the valley Middle notes: Iris Base notes: Cedar, Musk"
12819,Crop Edition 2018,The House of Oud,"Woody, Animal, Oriental, Earthy, Spicy",,,,"Name: Crop Edition 2018 Brand: The House of Oud Main accords: Woody, Animal, Oriental, Earthy, Spicy Top notes:  Middle notes:  Base notes: "
34181,Red Tobacco,Mancera,"Spicy, Sweet, Woody, Smoky, Oriental","Cinnamon, Nepalese oud, Saffron, Frankincense, Green apple, Nutmeg, White peach","Jasmine, Patchouli","Tobacco, Vanilla, Gaiac wood, Woody notes, Amber, Vetiver, White musk","Name: Red Tobacco Brand: Mancera Main accords: Spicy, Sweet, Woody, Smoky, Oriental Top notes: Cinnamon, Nepalese oud, Saffron, Frankincense, Green apple, Nutmeg, White peach Middle notes: Jasmine, Patchouli Base notes: Tobacco, Vanilla, Gaiac wood, Woody notes, Amber, Vetiver, White musk"
31386,Orange Sanguine Limited Edition Love Birds,Atelier Cologne,,"Bergamot, Lemon, Lime, Repulse","Elemi resin, Marine notes, Mint, Myrrh","Tonka bean, White musk","Name: Orange Sanguine Limited Edition Love Birds Brand: Atelier Cologne Main accords:  Top notes: Bergamot, Lemon, Lime, Repulse Middle notes: Elemi resin, Marine notes, Mint, Myrrh Base notes: Tonka bean, White musk"
20432,Guava Pineapple Splash,Bath & Body Works,"Fruity, Aquatic, Sweet","Guava nectar, Mango, Pink grapefruit, Sea salt","Ginger flower, Orchid, Pineapple blossom","Bamboo, Blond woods, White musk","Name: Guava Pineapple Splash Brand: Bath & Body Works Main accords: Fruity, Aquatic, Sweet Top notes: Guava nectar, Mango, Pink grapefruit, Sea salt Middle notes: Ginger flower, Orchid, Pineapple blossom Base notes: Bamboo, Blond woods, White musk"
36002,Seductive Red Guess Fragrance Mist,Guess,"Fruity, Floral, Sweet","Cherry, Almond, Pink pepper","Cherry blossom, Magnolia, Violet","Tonka bean, Vanilla, Sandalwood","Name: Seductive Red Guess Fragrance Mist Brand: Guess Main accords: Fruity, Floral, Sweet Top notes: Cherry, Almond, Pink pepper Middle notes: Cherry blossom, Magnolia, Violet Base notes: Tonka bean, Vanilla, Sandalwood"
31473,Oriental Essence - Nuit à Marrakech,Rituals,"Woody, Spicy, Fresh, Citrus, Floral","Citrus notes, Amber, Green tea","Saffron, Cashmere wood, Mimosa, Frangipani","Cedarwood, Musk, Sandalwood, Patchouli","Name: Oriental Essence - Nuit à Marrakech Brand: Rituals Main accords: Woody, Spicy, Fresh, Citrus, Floral Top notes: Citrus notes, Amber, Green tea Middle notes: Saffron, Cashmere wood, Mimosa, Frangipani Base notes: Cedarwood, Musk, Sandalwood, Patchouli"
18707,Forever Moschino 2011 Eau de Toilette,Moschino,"Spicy, Fresh, Citrus, Sweet, Woody","Kumquat, Star anise, Bergamot","Tonka bean, Clary sage, Black pepper","Sandalwood, Musk, Vetiver","Name: Forever Moschino 2011 Eau de Toilette Brand: Moschino Main accords: Spicy, Fresh, Citrus, Sweet, Woody Top notes: Kumquat, Star anise, Bergamot Middle notes: Tonka bean, Clary sage, Black pepper Base notes: Sandalwood, Musk, Vetiver"
34427,Risqué Creation-R Roja Parfums 2012 Eau de Parfum,Roja Parfums,"Floral, Chypre, Spicy, Woody, Fruity",Bergamot,"Hyacinth, Chamomile, Ylang-ylang, Grasse jasmine, Peach, May rose","Oakmoss, Cedarwood, Patchouli, Vetiver, Labdanum","Name: Risqué Creation-R Roja Parfums 2012 Eau de Parfum Brand: Roja Parfums Main accords: Floral, Chypre, Spicy, Woody, Fruity Top notes: Bergamot Middle notes: Hyacinth, Chamomile, Ylang-ylang, Grasse jasmine, Peach, May rose Base notes: Oakmoss, Cedarwood, Patchouli, Vetiver, Labdanum"
10096,Carved Oud Thameen 2013 Extrait de Parfum,Thameen,"Woody, Spicy, Oriental, Resinous, Sweet","Cypriol, Cardamom, Cypress","South Indian oud, Patchouli, Cedarwood","Labdanum, Sandalwood, Vetiver, Musk, Amber","Name: Carved Oud Thameen 2013 Extrait de Parfum Brand: Thameen Main accords: Woody, Spicy, Oriental, Resinous, Sweet Top notes: Cypriol, Cardamom, Cypress Middle notes: South Indian oud, Patchouli, Cedarwood Base notes: Labdanum, Sandalwood, Vetiver, Musk, Amber"
